"studyid","workflowid","threshold","numerator","denominator","log_denominator","gsm_analysis_date"
"AA-AA-000-0000","kri0001",2,5.8713762098825,846.395699796858,6.74098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,6.0498212112257,889.791335293395,6.79098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,6.23431198142987,935.411912599773,6.84098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,6.42507993322877,983.371506921957,6.89098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,6.62236635537313,1033.79004222679,6.94098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,6.82642286863895,1086.79359111437,6.99098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,7.03751190394138,1142.51469006524,7.04098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,7.2559072036552,1201.0926708506,7.09098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,7.48189434729876,1262.67400893432,7.14098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,7.71577130279645,1327.41268973789,7.19098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,7.95784900459651,1395.4705936842,7.24098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,8.20845195998534,1467.01790098289,7.29098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,8.46791888500744,1542.23351716954,7.34098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,8.73660337147142,1621.30552046267,7.39098698051086,2022-10-31
"AA-AA-000-0000","kri0001",2,9.0148745865974,1704.43163205729,7.44098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,4.23387635222732,254.929485766191,5.54098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,4.35003616379391,268,5.59098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,4.46959692388188,281.740653828774,5.64098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,4.59266833050534,296.185806044274,5.69098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,4.71936406882763,311.37157705118,5.74098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,4.8498019741412,327.335939186926,5.79098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,4.98410420215451,344.118811672315,5.84098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,5.12239740693389,361.762160430369,5.89098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,5.26481292686571,380.310103022993,5.94098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,5.41148697902208,399.809018967861,5.99098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,5.56256086233244,420.307665711365,6.04098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,5.71818116998299,441.857300547634,6.09098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,5.8785000114871,464.511808788462,6.14098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,6.04367524489167,488.327838504657,6.19098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,6.21387071960743,513.364942175724,6.24098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,6.38925653037556,539.685725602088,6.29098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,6.57000928290818,567.356004452197,6.34098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,6.7563123717672,596.444968835981,6.39098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,6.94835627107415,627.025356316166,6.44098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,7.14633883867278,659.173633790063,6.49098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,7.35046563439763,692.970188696647,6.54098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,7.56095025313388,728.499530027024,6.59098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,7.77801467338845,765.850499640928,6.64098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,8.00188962212779,805.116494417644,6.69098698051086,2022-10-31
"AA-AA-000-0000","kri0001",3,8.23281495667582,846.395699796858,6.74098698051086,2022-10-31
