"","studyid","workflowid","threshold","numerator","denominator","log_denominator","gsm_analysis_date"
"48","AA-AA-000-0000","cou0001",-3,758.93568733352,210957.56,12.2594122547866,"2018-12-01"
"49","AA-AA-000-0000","cou0001",-3,767.69651295626,212994.42,12.2690212471653,"2018-12-01"
"50","AA-AA-000-0000","cou0001",-3,776.46414178702,215031.28,12.2785387848995,"2018-12-01"
"51","AA-AA-000-0000","cou0001",-3,785.238477387506,217068.14,12.2879665924486,"2018-12-01"
"52","AA-AA-000-0000","cou0001",-3,794.01942557654,219105,12.297306345953,"2018-12-01"
"53","AA-AA-000-0000","cou0001",-3,802.806894356785,221141.86,12.3065596750224,"2018-12-01"
"54","AA-AA-000-0000","cou0001",-3,811.600793844508,223178.72,12.3157281644423,"2018-12-01"
"55","AA-AA-000-0000","cou0001",-3,820.401036202207,225215.58,12.3248133558031,"2018-12-01"
"56","AA-AA-000-0000","cou0001",-3,829.207535573991,227252.44,12.3338167490558,"2018-12-01"
"57","AA-AA-000-0000","cou0001",-3,838.020208023546,229289.3,12.3427398039979,"2018-12-01"
"58","AA-AA-000-0000","cou0001",-3,846.838971474586,231326.16,12.3515839416945,"2018-12-01"
"59","AA-AA-000-0000","cou0001",-3,855.663745653649,233363.02,12.360350545836,"2018-12-01"
"60","AA-AA-000-0000","cou0001",-3,864.494452035144,235399.88,12.3690409640376,"2018-12-01"
"61","AA-AA-000-0000","cou0001",-3,873.33101378853,237436.74,12.3776565090825,"2018-12-01"
"62","AA-AA-000-0000","cou0001",-3,882.173355727524,239473.6,12.3861984601123,"2018-12-01"
"63","AA-AA-000-0000","cou0001",-3,891.02140426126,241510.46,12.3946680637662,"2018-12-01"
"64","AA-AA-000-0000","cou0001",-3,899.875087347288,243547.32,12.4030665352735,"2018-12-01"
"65","AA-AA-000-0000","cou0001",-3,908.734334446343,245584.18,12.4113950594997,"2018-12-01"
"66","AA-AA-000-0000","cou0001",-3,917.599076478801,247621.04,12.4196547919497,"2018-12-01"
"67","AA-AA-000-0000","cou0001",-3,926.469245782736,249657.9,12.4278468597301,"2018-12-01"
"68","AA-AA-000-0000","cou0001",-3,935.344776073521,251694.76,12.4359723624721,"2018-12-01"
"69","AA-AA-000-0000","cou0001",-3,944.225602404894,253731.62,12.4440323732172,"2018-12-01"
"70","AA-AA-000-0000","cou0001",-3,953.111661131428,255768.48,12.4520279392679,"2018-12-01"
"71","AA-AA-000-0000","cou0001",-3,962.002889872344,257805.34,12.4599600830043,"2018-12-01"
"72","AA-AA-000-0000","cou0001",-3,970.899227476611,259842.2,12.4678298026684,"2018-12-01"
"73","AA-AA-000-0000","cou0001",-3,979.800613989264,261879.06,12.4756380731183,"2018-12-01"
"74","AA-AA-000-0000","cou0001",-3,988.706990618912,263915.92,12.4833858465529,"2018-12-01"
"75","AA-AA-000-0000","cou0001",-3,997.618299706368,265952.78,12.4910740532085,"2018-12-01"
"76","AA-AA-000-0000","cou0001",-3,1006.53448469435,267989.64,12.4987036020294,"2018-12-01"
"77","AA-AA-000-0000","cou0001",-3,1015.45549009823,270026.5,12.5062753813124,"2018-12-01"
"78","AA-AA-000-0000","cou0001",-3,1024.38126147776,272063.36,12.513790259328,"2018-12-01"
"79","AA-AA-000-0000","cou0001",-3,1033.31174540976,274100.22,12.5212490849173,"2018-12-01"
"80","AA-AA-000-0000","cou0001",-3,1042.24688946172,276137.08,12.5286526880679,"2018-12-01"
"81","AA-AA-000-0000","cou0001",-3,1051.18664216625,278173.94,12.5360018804677,"2018-12-01"
"82","AA-AA-000-0000","cou0001",-3,1060.13095299642,280210.8,12.5432974560395,"2018-12-01"
"83","AA-AA-000-0000","cou0001",-3,1069.07977234185,282247.66,12.550540191455,"2018-12-01"
"84","AA-AA-000-0000","cou0001",-3,1078.03305148561,284284.52,12.5577308466315,"2018-12-01"
"85","AA-AA-000-0000","cou0001",-3,1086.99074258186,286321.38,12.5648701652104,"2018-12-01"
"86","AA-AA-000-0000","cou0001",-3,1095.95279863419,288358.24,12.5719588750181,"2018-12-01"
"87","AA-AA-000-0000","cou0001",-3,1104.91917347466,290395.1,12.5789976885122,"2018-12-01"
"88","AA-AA-000-0000","cou0001",-3,1113.8898217435,292431.96,12.5859873032103,"2018-12-01"
"89","AA-AA-000-0000","cou0001",-3,1122.86469886944,294468.82,12.5929284021054,"2018-12-01"
"90","AA-AA-000-0000","cou0001",-3,1131.84376105064,296505.68,12.5998216540661,"2018-12-01"
"91","AA-AA-000-0000","cou0001",-3,1140.82696523624,298542.54,12.6066677142237,"2018-12-01"
"92","AA-AA-000-0000","cou0001",-3,1149.81426910846,300579.4,12.6134672243453,"2018-12-01"
"93","AA-AA-000-0000","cou0001",-3,1158.80563106522,302616.26,12.6202208131955,"2018-12-01"
"94","AA-AA-000-0000","cou0001",-3,1167.80101020332,304653.12,12.6269290968847,"2018-12-01"
"95","AA-AA-000-0000","cou0001",-3,1176.80036630212,306689.98,12.6335926792067,"2018-12-01"
"96","AA-AA-000-0000","cou0001",-3,1185.80365980769,308726.84,12.640212151965,"2018-12-01"
"97","AA-AA-000-0000","cou0001",-3,1194.81085181743,310763.7,12.6467880952877,"2018-12-01"
"98","AA-AA-000-0000","cou0001",-3,1203.82190406518,312800.56,12.653321077933,"2018-12-01"
"99","AA-AA-000-0000","cou0001",-3,1212.83677890672,314837.42,12.6598116575843,"2018-12-01"
"100","AA-AA-000-0000","cou0001",-3,1221.85543930571,316874.28,12.6662603811357,"2018-12-01"
"101","AA-AA-000-0000","cou0001",-3,1230.87784882003,318911.14,12.6726677849688,"2018-12-01"
"102","AA-AA-000-0000","cou0001",-3,1239.90397158853,320948,12.6790343952203,"2018-12-01"
"103","AA-AA-000-0000","cou0001",-3,1248.93377231815,322984.86,12.6853607280412,"2018-12-01"
"104","AA-AA-000-0000","cou0001",-3,1257.96721627137,325021.72,12.691647289848,"2018-12-01"
"105","AA-AA-000-0000","cou0001",-3,1267.00426925409,327058.58,12.697894577566,"2018-12-01"
"106","AA-AA-000-0000","cou0001",-3,1276.04489760377,329095.44,12.7041030788646,"2018-12-01"
"107","AA-AA-000-0000","cou0001",-3,1285.08906817791,331132.3,12.7102732723865,"2018-12-01"
"108","AA-AA-000-0000","cou0001",-3,1294.13674834295,333169.16,12.7164056279683,"2018-12-01"
"109","AA-AA-000-0000","cou0001",-3,1303.18790596332,335206.02,12.722500606856,"2018-12-01"
"110","AA-AA-000-0000","cou0001",-3,1312.24250939089,337242.88,12.7285586619124,"2018-12-01"
"111","AA-AA-000-0000","cou0001",-3,1321.30052745469,339279.74,12.7345802378195,"2018-12-01"
"112","AA-AA-000-0000","cou0001",-3,1330.3619294509,341316.6,12.7405657712743,"2018-12-01"
"113","AA-AA-000-0000","cou0001",-3,1339.42668513309,343353.46,12.7465156911788,"2018-12-01"
"114","AA-AA-000-0000","cou0001",-3,1348.49476470273,345390.32,12.7524304188243,"2018-12-01"
"115","AA-AA-000-0000","cou0001",-3,1357.56613880002,347427.18,12.7583103680707,"2018-12-01"
"116","AA-AA-000-0000","cou0001",-3,1366.64077849481,349464.04,12.7641559455198,"2018-12-01"
"117","AA-AA-000-0000","cou0001",-3,1375.71865527791,351500.9,12.7699675506848,"2018-12-01"
"118","AA-AA-000-0000","cou0001",-3,1384.79974105257,353537.76,12.7757455761531,"2018-12-01"
"119","AA-AA-000-0000","cou0001",-3,1393.88400812611,355574.62,12.7814904077463,"2018-12-01"
"120","AA-AA-000-0000","cou0001",-3,1402.9714292019,357611.48,12.7872024246745,"2018-12-01"
"121","AA-AA-000-0000","cou0001",-3,1412.06197737146,359648.34,12.7928819996864,"2018-12-01"
"122","AA-AA-000-0000","cou0001",-3,1421.15562610673,361685.2,12.7985294992153,"2018-12-01"
"123","AA-AA-000-0000","cou0001",-3,1430.25234925264,363722.06,12.8041452835212,"2018-12-01"
"124","AA-AA-000-0000","cou0001",-3,1439.35212101979,365758.92,12.8097297068283,"2018-12-01"
"125","AA-AA-000-0000","cou0001",-3,1448.45491597732,367795.78,12.8152831174596,"2018-12-01"
"126","AA-AA-000-0000","cou0001",-3,1457.56070904598,369832.64,12.8208058579666,"2018-12-01"
"127","AA-AA-000-0000","cou0001",-3,1466.66947549138,371869.5,12.8262982652567,"2018-12-01"
"128","AA-AA-000-0000","cou0001",-3,1475.78119091733,373906.36,12.8317606707162,"2018-12-01"
"129","AA-AA-000-0000","cou0001",-3,1484.89583125947,375943.22,12.8371934003305,"2018-12-01"
"130","AA-AA-000-0000","cou0001",-3,1494.01337277895,377980.08,12.8425967748004,"2018-12-01"
"131","AA-AA-000-0000","cou0001",-3,1503.1337920563,380016.94,12.8479711096563,"2018-12-01"
"132","AA-AA-000-0000","cou0001",-3,1512.25706598545,382053.8,12.8533167153684,"2018-12-01"
"133","AA-AA-000-0000","cou0001",-3,1521.38317176788,384090.66,12.8586338974541,"2018-12-01"
"134","AA-AA-000-0000","cou0001",-3,1530.51208690695,386127.52,12.8639229565835,"2018-12-01"
"135","AA-AA-000-0000","cou0001",-3,1539.6437892023,388164.38,12.8691841886808,"2018-12-01"
"136","AA-AA-000-0000","cou0001",-3,1548.77825674443,390201.24,12.8744178850236,"2018-12-01"
"137","AA-AA-000-0000","cou0001",-3,1557.91546790939,392238.1,12.8796243323403,"2018-12-01"
"138","AA-AA-000-0000","cou0001",-3,1567.0554013536,394274.96,12.8848038129037,"2018-12-01"
"139","AA-AA-000-0000","cou0001",-3,1576.19803600878,396311.82,12.8899566046232,"2018-12-01"
"140","AA-AA-000-0000","cou0001",-3,1585.34335107702,398348.68,12.8950829811341,"2018-12-01"
"141","AA-AA-000-0000","cou0001",-3,1594.49132602592,400385.54,12.900183211885,"2018-12-01"
"142","AA-AA-000-0000","cou0001",-3,1603.6419405839,402422.4,12.9052575622223,"2018-12-01"
"143","AA-AA-000-0000","cou0001",-3,1612.79517473556,404459.26,12.9103062934739,"2018-12-01"
"144","AA-AA-000-0000","cou0001",-3,1621.95100871719,406496.12,12.915329663029,"2018-12-01"
"145","AA-AA-000-0000","cou0001",-3,1631.10942301235,408532.98,12.9203279244175,"2018-12-01"
"146","AA-AA-000-0000","cou0001",-3,1640.27039834754,410569.84,12.9253013273864,"2018-12-01"
"147","AA-AA-000-0000","cou0001",-3,1649.43391568804,412606.7,12.9302501179751,"2018-12-01"
"148","AA-AA-000-0000","cou0001",-3,1658.59995623374,414643.56,12.9351745385879,"2018-12-01"
"149","AA-AA-000-0000","cou0001",-3,1667.76850141513,416680.42,12.9400748280656,"2018-12-01"
"150","AA-AA-000-0000","cou0001",-3,1676.93953288938,418717.28,12.9449512217551,"2018-12-01"
"151","AA-AA-000-0000","cou0001",-3,1686.11303253643,420754.14,12.9498039515768,"2018-12-01"
"152","AA-AA-000-0000","cou0001",-3,1695.28898245528,422791,12.9546332460913,"2018-12-01"
"153","AA-AA-000-0000","cou0001",-3,1704.46736496026,424827.86,12.9594393305635,"2018-12-01"
"154","AA-AA-000-0000","cou0001",-3,1713.64816257745,426864.72,12.964222427026,"2018-12-01"
"155","AA-AA-000-0000","cou0001",-3,1722.83135804112,428901.58,12.9689827543406,"2018-12-01"
"156","AA-AA-000-0000","cou0001",-3,1732.0169342903,430938.44,12.9737205282582,"2018-12-01"
"157","AA-AA-000-0000","cou0001",-3,1741.20487446536,432975.3,12.9784359614777,"2018-12-01"
"158","AA-AA-000-0000","cou0001",-3,1750.39516190475,435012.16,12.9831292637031,"2018-12-01"
"159","AA-AA-000-0000","cou0001",-3,1759.58778014171,437049.02,12.9878006416997,"2018-12-01"
"160","AA-AA-000-0000","cou0001",-3,1768.78271290113,439085.88,12.9924502993486,"2018-12-01"
"161","AA-AA-000-0000","cou0001",-3,1777.97994409643,441122.74,12.9970784377001,"2018-12-01"
"162","AA-AA-000-0000","cou0001",-3,1787.17945782649,443159.6,13.0016852550257,"2018-12-01"
"163","AA-AA-000-0000","cou0001",-3,1796.38123837273,445196.46,13.0062709468694,"2018-12-01"
"164","AA-AA-000-0000","cou0001",-3,1805.58527019612,447233.32,13.0108357060975,"2018-12-01"
"165","AA-AA-000-0000","cou0001",-3,1814.79153793439,449270.18,13.0153797229469,"2018-12-01"
"166","AA-AA-000-0000","cou0001",-3,1824.00002639916,451307.04,13.019903185073,"2018-12-01"
"167","AA-AA-000-0000","cou0001",-3,1833.21072057327,453343.9,13.024406277596,"2018-12-01"
"168","AA-AA-000-0000","cou0001",-3,1842.42360560801,455380.76,13.0288891831466,"2018-12-01"
"169","AA-AA-000-0000","cou0001",-3,1851.63866682056,457417.62,13.0333520819102,"2018-12-01"
"170","AA-AA-000-0000","cou0001",-3,1860.85588969135,459454.48,13.0377951516705,"2018-12-01"
"171","AA-AA-000-0000","cou0001",-3,1870.07525986157,461491.34,13.0422185678519,"2018-12-01"
"172","AA-AA-000-0000","cou0001",-3,1879.29676313068,463528.2,13.0466225035612,"2018-12-01"
"173","AA-AA-000-0000","cou0001",-3,1888.52038545395,465565.06,13.0510071296282,"2018-12-01"
"174","AA-AA-000-0000","cou0001",-3,1897.74611294011,467601.92,13.0553726146452,"2018-12-01"
"175","AA-AA-000-0000","cou0001",-3,1906.973931849,469638.78,13.0597191250063,"2018-12-01"
"176","AA-AA-000-0000","cou0001",-3,1916.20382858928,471675.64,13.0640468249454,"2018-12-01"
"177","AA-AA-000-0000","cou0001",-3,1925.4357897162,473712.5,13.068355876573,"2018-12-01"
"178","AA-AA-000-0000","cou0001",-3,1934.66980192935,475749.36,13.0726464399131,"2018-12-01"
"179","AA-AA-000-0000","cou0001",-3,1943.90585207054,477786.22,13.0769186729389,"2018-12-01"
"180","AA-AA-000-0000","cou0001",-3,1953.14392712169,479823.08,13.0811727316072,"2018-12-01"
"181","AA-AA-000-0000","cou0001",-3,1962.38401420269,481859.94,13.0854087698931,"2018-12-01"
"182","AA-AA-000-0000","cou0001",-3,1971.62610056944,483896.8,13.089626939823,"2018-12-01"
"183","AA-AA-000-0000","cou0001",-3,1980.87017361179,485933.66,13.0938273915078,"2018-12-01"
"184","AA-AA-000-0000","cou0001",-3,1990.11622085159,487970.52,13.0980102731745,"2018-12-01"
"185","AA-AA-000-0000","cou0001",-3,1999.36422994079,490007.38,13.1021757311979,"2018-12-01"
"186","AA-AA-000-0000","cou0001",-3,2008.6141886595,492044.24,13.1063239101312,"2018-12-01"
"187","AA-AA-000-0000","cou0001",-3,2017.86608491418,494081.1,13.1104549527361,"2018-12-01"
"188","AA-AA-000-0000","cou0001",-3,2027.11990673581,496117.96,13.1145690000124,"2018-12-01"
"189","AA-AA-000-0000","cou0001",-3,2036.37564227808,498154.82,13.1186661912267,"2018-12-01"
"190","AA-AA-000-0000","cou0001",-3,2045.63327981567,500191.68,13.1227466639407,"2018-12-01"
"191","AA-AA-000-0000","cou0001",-3,2054.89280774247,502228.54,13.1268105540391,"2018-12-01"
"192","AA-AA-000-0000","cou0001",-3,2064.15421456998,504265.4,13.1308579957567,"2018-12-01"
"193","AA-AA-000-0000","cou0001",-3,2073.41748892554,506302.26,13.1348891217047,"2018-12-01"
"194","AA-AA-000-0000","cou0001",-3,2082.6826195508,508339.12,13.1389040628973,"2018-12-01"
"195","AA-AA-000-0000","cou0001",-3,2091.94959530007,510375.98,13.1429029487768,"2018-12-01"
"196","AA-AA-000-0000","cou0001",-3,2101.21840513872,512412.84,13.1468859072388,"2018-12-01"
"197","AA-AA-000-0000","cou0001",-3,2110.48903814171,514449.7,13.1508530646567,"2018-12-01"
"198","AA-AA-000-0000","cou0001",-3,2119.76148349201,516486.56,13.1548045459061,"2018-12-01"
"199","AA-AA-000-0000","cou0001",-3,2129.03573047914,518523.42,13.1587404743877,"2018-12-01"
"200","AA-AA-000-0000","cou0001",-3,2138.31176849769,520560.28,13.162660972051,"2018-12-01"
"201","AA-AA-000-0000","cou0001",-3,2147.58958704592,522597.14,13.1665661594169,"2018-12-01"
"202","AA-AA-000-0000","cou0001",-3,2156.86917572428,524634,13.1704561555995,"2018-12-01"
"203","AA-AA-000-0000","cou0001",-3,2166.15052423409,526670.86,13.1743310783287,"2018-12-01"
"204","AA-AA-000-0000","cou0001",-3,2175.43362237615,528707.72,13.1781910439705,"2018-12-01"
"205","AA-AA-000-0000","cou0001",-3,2184.71846004936,530744.58,13.1820361675492,"2018-12-01"
"206","AA-AA-000-0000","cou0001",-3,2194.0050272495,532781.44,13.1858665627667,"2018-12-01"
"207","AA-AA-000-0000","cou0001",-3,2203.29331406782,534818.3,13.1896823420239,"2018-12-01"
"208","AA-AA-000-0000","cou0001",-3,2212.58331068986,536855.16,13.1934836164394,"2018-12-01"
"209","AA-AA-000-0000","cou0001",-3,2221.87500739416,538892.02,13.1972704958698,"2018-12-01"
"210","AA-AA-000-0000","cou0001",-3,2231.16839455101,540928.88,13.2010430889282,"2018-12-01"
"211","AA-AA-000-0000","cou0001",-3,2240.4634626213,542965.74,13.2048015030029,"2018-12-01"
"212","AA-AA-000-0000","cou0001",-3,2249.76020215529,545002.6,13.2085458442762,"2018-12-01"
"213","AA-AA-000-0000","cou0001",-3,2259.05860379142,547039.46,13.2122762177419,"2018-12-01"
"214","AA-AA-000-0000","cou0001",-3,2268.35865825523,549076.32,13.2159927272232,"2018-12-01"
"215","AA-AA-000-0000","cou0001",-3,2277.66035635819,551113.18,13.2196954753901,"2018-12-01"
"216","AA-AA-000-0000","cou0001",-3,2286.96368899655,553150.04,13.2233845637762,"2018-12-01"
"217","AA-AA-000-0000","cou0001",-3,2296.26864715035,555186.9,13.2270600927955,"2018-12-01"
"218","AA-AA-000-0000","cou0001",-3,2305.57522188224,557223.76,13.230722161759,"2018-12-01"
"219","AA-AA-000-0000","cou0001",-3,2314.88340433649,559260.62,13.2343708688904,"2018-12-01"
"220","AA-AA-000-0000","cou0001",-3,2324.19318573792,561297.48,13.2380063113424,"2018-12-01"
"221","AA-AA-000-0000","cou0001",-3,2333.5045573909,563334.34,13.2416285852118,"2018-12-01"
"222","AA-AA-000-0000","cou0001",-3,2342.81751067831,565371.2,13.2452377855548,"2018-12-01"
"223","AA-AA-000-0000","cou0001",-3,2352.1320370606,567408.06,13.2488340064023,"2018-12-01"
"224","AA-AA-000-0000","cou0001",-3,2361.44812807478,569444.92,13.2524173407741,"2018-12-01"
"225","AA-AA-000-0000","cou0001",-3,2370.76577533345,571481.78,13.2559878806939,"2018-12-01"
"226","AA-AA-000-0000","cou0001",-3,2380.08497052391,573518.64,13.259545717203,"2018-12-01"
"227","AA-AA-000-0000","cou0001",-3,2389.40570540719,575555.5,13.2630909403743,"2018-12-01"
"228","AA-AA-000-0000","cou0001",-3,2398.72797181714,577592.36,13.2666236393265,"2018-12-01"
"229","AA-AA-000-0000","cou0001",-3,2408.05176165955,579629.22,13.2701439022366,"2018-12-01"
"230","AA-AA-000-0000","cou0001",-3,2417.37706691126,581666.08,13.2736518163541,"2018-12-01"
"231","AA-AA-000-0000","cou0001",-3,2426.70387961928,583702.94,13.2771474680132,"2018-12-01"
"232","AA-AA-000-0000","cou0001",-3,2436.03219189994,585739.8,13.2806309426461,"2018-12-01"
"233","AA-AA-000-0000","cou0001",-3,2445.36199593806,587776.66,13.2841023247951,"2018-12-01"
"234","AA-AA-000-0000","cou0001",-3,2454.69328398609,589813.52,13.2875616981253,"2018-12-01"
"235","AA-AA-000-0000","cou0001",-3,2464.02604836333,591850.38,13.2910091454364,"2018-12-01"
"236","AA-AA-000-0000","cou0001",-3,2473.36028145509,593887.24,13.2944447486746,"2018-12-01"
"237","AA-AA-000-0000","cou0001",-3,2482.69597571192,595924.1,13.2978685889446,"2018-12-01"
"238","AA-AA-000-0000","cou0001",-3,2492.03312364884,597960.96,13.3012807465207,"2018-12-01"
"239","AA-AA-000-0000","cou0001",-3,2501.37171784452,599997.82,13.3046813008584,"2018-12-01"
"240","AA-AA-000-0000","cou0001",-3,2510.71175094061,602034.68,13.3080703306051,"2018-12-01"
"241","AA-AA-000-0000","cou0001",-3,2520.05321564091,604071.54,13.3114479136117,"2018-12-01"
"242","AA-AA-000-0000","cou0001",-3,2529.39610471068,606108.4,13.3148141269425,"2018-12-01"
"243","AA-AA-000-0000","cou0001",-3,2538.74041097592,608145.26,13.3181690468865,"2018-12-01"
"244","AA-AA-000-0000","cou0001",-3,2548.08612732266,610182.12,13.3215127489672,"2018-12-01"
"245","AA-AA-000-0000","cou0001",-3,2557.43324669621,612218.98,13.3248453079531,"2018-12-01"
"246","AA-AA-000-0000","cou0001",-3,2566.78176210055,614255.84,13.3281667978677,"2018-12-01"
"247","AA-AA-000-0000","cou0001",-3,2576.13166659759,616292.7,13.3314772919994,"2018-12-01"
"248","AA-AA-000-0000","cou0001",-3,2585.48295330652,618329.56,13.3347768629111,"2018-12-01"
"249","AA-AA-000-0000","cou0001",-3,2594.83561540316,620366.42,13.3380655824496,"2018-12-01"
"250","AA-AA-000-0000","cou0001",-3,2604.18964611927,622403.28,13.3413435217553,"2018-12-01"
"251","AA-AA-000-0000","cou0001",-3,2613.54503874198,624440.14,13.3446107512715,"2018-12-01"
"252","AA-AA-000-0000","cou0001",-3,2622.90178661309,626477,13.3478673407529,"2018-12-01"
"253","AA-AA-000-0000","cou0001",-3,2632.25988312848,628513.86,13.3511133592753,"2018-12-01"
"254","AA-AA-000-0000","cou0001",-2,430.373709237265,115225.14,11.6546432326021,"2018-12-01"
"255","AA-AA-000-0000","cou0001",-2,439.276776451221,117262,11.6721660264874,"2018-12-01"
"256","AA-AA-000-0000","cou0001",-2,448.190947357681,119298.86,11.6893870522985,"2018-12-01"
"257","AA-AA-000-0000","cou0001",-2,457.115938769512,121335.72,11.706316528087,"2018-12-01"
"258","AA-AA-000-0000","cou0001",-2,466.051479336031,123372.58,11.7229641615485,"2018-12-01"
"259","AA-AA-000-0000","cou0001",-2,474.997308861747,125409.44,11.7393391834545,"2018-12-01"
"260","AA-AA-000-0000","cou0001",-2,483.953177674705,127446.3,11.7554503783903,"2018-12-01"
"261","AA-AA-000-0000","cou0001",-2,492.918846040082,129483.16,11.7713061130559,"2018-12-01"
"262","AA-AA-000-0000","cou0001",-2,501.89408361514,131520.02,11.7869143623581,"2018-12-01"
"263","AA-AA-000-0000","cou0001",-2,510.878668942024,133556.88,11.8022827334972,"2018-12-01"
"264","AA-AA-000-0000","cou0001",-2,519.872388975244,135593.74,11.817418488231,"2018-12-01"
"265","AA-AA-000-0000","cou0001",-2,528.875038640981,137630.6,11.8323285634787,"2018-12-01"
"266","AA-AA-000-0000","cou0001",-2,537.886420425636,139667.46,11.847019590411,"2018-12-01"
"267","AA-AA-000-0000","cou0001",-2,546.906343991299,141704.32,11.8614979121583,"2018-12-01"
"268","AA-AA-000-0000","cou0001",-2,555.934625815988,143741.18,11.8757696002555,"2018-12-01"
"269","AA-AA-000-0000","cou0001",-2,564.971088856767,145778.04,11.8898404699288,"2018-12-01"
"270","AA-AA-000-0000","cou0001",-2,574.015562233962,147814.9,11.903716094323,"2018-12-01"
